Bill ID,State,Legislative Session,Bill Number,Bill Title,Bill,Database URL,Date of Intro,Chamber of Origin,Sponsors,List of Status
ocd-bill/5e03627f-af66-4d01-88d3-f36bbf05d7a9,WA,2021-2022 Regular Session,HB 1814,Expanding equitable access to the benefits of renewable energy through community solar projects.,"http://lawfilesext.leg.wa.gov/Biennium/2021-22/Htm/Bill%20Reports/House/1814%20HBA%20ENVI%2022.htm, http://lawfilesext.leg.wa.gov/Biennium/2021-22/Htm/Bill%20Reports/House/1814%20HBR%20ENVI%2022.htm",https://openstates.org/wa/bills/2021-2022/HB1814,2022-01-06 20:45:39.842608+00:00,House,"Sharon Shewmake, Liz Berry, Jessica Bateman, Davina Duerr, Nicole Macri, Alex Ramel, Dave Paul, Steve Bergquist, Joe Fitzgibbon, Gerry Pollet, Kirsten Harris-Talley, Shelley Kloba","Prefiled for introduction., First reading, referred to Environment & Energy., Public hearing in the House Committee on Environment & Energy at 10:00 AM., Executive action taken in the House Committee on Environment & Energy at 8:00 AM., ENVI - Majority; 1st substitute bill be substituted, do pass., Minority; without recommendation., Referred to Finance., Scheduled for public hearing in the House Committee on Finance at 8:00 AM (Subject to change)., Scheduled for public hearing in the House Committee on Environment & Energy at 10:00 AM, Scheduled for public hearing in the House Committee on Environment & Energy at 08:00 AM, Scheduled for public hearing in the House Committee on Finance at 08:00 AM"
ocd-bill/7b2762f7-57a6-4b0c-be89-3db674bfacfa,WA,2021-2022 Regular Session,SB 5842,Concerning state laws that address climate change., ,https://openstates.org/wa/bills/2021-2022/SB5842,2022-01-12 21:13:18.901809+00:00,Senate,"Reuven Carlyle, Marko Liias, Mona Das, Joe Nguyen, T'wina Nobles","First reading, referred to Environment, Energy & Technology., Public hearing in the Senate Committee on Environment, Energy & Technology at 8:00 AM., Executive action taken in the Senate Committee on Environment, Energy & Technology at 8:00 AM., ENET - Majority; 1st substitute bill be substituted, do pass., Minority; do not pass., And refer to Ways & Means., Referred to Ways & Means., Public hearing in the Senate Committee on Ways & Means at 9:00 AM., Scheduled for public hearing in the Senate Committee on Environment, Energy & Technology at 08:00 AM, Scheduled for public hearing in the Senate Committee on Environment, Energy & Technology at 08:00 AM, Scheduled for public hearing in the Senate Committee on Ways & Means at 09:00 AM"
ocd-bill/1fc89a23-c5c2-44fd-b73a-dc39aca839bf,WA,2021-2022 Regular Session,SB 5697,Renewing Washington's recycling system and reducing waste., ,https://openstates.org/wa/bills/2021-2022/SB5697,2022-01-07 02:48:55.372866+00:00,Senate,"Mona Das, Christine Rolfes, Patty Kuderer, Liz Lovelett, John Lovick, Joe Nguyen, Jamie Pedersen, Rebecca Saldaña, Derek Stanford","Prefiled for introduction., First reading, referred to Environment, Energy & Technology., Public hearing in the Senate Committee on Environment, Energy & Technology at 10:30 AM., Executive action taken in the Senate Committee on Environment, Energy & Technology at 8:00 AM., ENET - Majority; 1st substitute bill be substituted, do pass., Minority; do not pass., And refer to Ways & Means., Referred to Ways & Means., Scheduled for public hearing in the Senate Committee on Environment, Energy & Technology at 10:30 AM, Scheduled for public hearing in the Senate Committee on Environment, Energy & Technology at 08:00 AM"
ocd-bill/6ea90a9c-14d5-4ed8-baef-00033ba5bf8a,OR,2022 Regular Session,HB 4115,Relating to investment funds; prescribing an effective date., ,https://openstates.org/or/bills/2022R1/HB4115,2022-01-27 18:02:27.513150+00:00,House,"Paul Holvey, Khanh Pham, Jeff Golden, Akasha Lawrence Spence, Teresa Alonso Leon, Wlnsvey Campos, Maxine Dexter, Julie Fahey, David Gomberg, Zach Hudson, Jason Kropf, Courtney Neron, Marty Wilde, Anna Williams, Michael Dembrow, Lew Frederick, Deb Patterson, Floyd Prozanski, Ricki Ruiz, Chris Hoy","First reading. Referred to Speaker's desk., Referred to Revenue., Public Hearing held."
ocd-bill/5f943bb4-8a60-498e-95d0-f04a89ca7e59,HI,2022 Regular Session,SB 3190,RELATING TO FISH HATCHERY EDUCATION., ,https://openstates.org/hi/bills/2022 Regular Session/SB3190,2022-01-25 07:20:05.790635+00:00,Senate,Maile S.L. Shimabukuro,"Introduced., Passed First Reading., Referred to EDU/AEN, WAM., Re-Referred to EDU, WAM., The committee(s) on EDU has scheduled a public hearing on 02-07-22 3:20PM; Conference Room 229 + videoconference."
ocd-bill/ce9c7f54-49e0-4373-89df-6605a7219307,HI,2022 Regular Session,SB 2483,RELATING TO ENERGY., ,https://openstates.org/hi/bills/2022 Regular Session/SB2483,2022-01-22 07:06:54.884193+00:00,Senate,Donovan M. Dela Cruz,"Introduced., Passed First Reading., Referred to EET/GVO, WAM., The committee(s) on EET/GVO has scheduled a public hearing on 02-09-22 3:00PM; Conference Room 224 & Videoconference."
ocd-bill/f1cebeb0-b6dd-41b8-a8cc-e33ecba44b4f,HI,2022 Regular Session,HB 2202,RELATING TO STATE SYMBOLS., ,https://openstates.org/hi/bills/2022 Regular Session/HB2202,2022-01-26 07:26:24.442124+00:00,House,"Lisa Marten, Della Au Belatti, Patrick Pihana Branco, Cedric Asuega Gates, Linda Ichiyama, Greggor Ilagan, Jeanne Kapela, Matthew S. LoPresti, Nicole E. Lowen, Lauren Matsumoto, Angus L.K. McKelvey, Dee Morikawa, Nadine K. Nakamura, Amy A. Perruso, Gregg Takayama, Adrian K. Tam, David A. Tarnas, Tina Wildberger, John M. Mizuno, Mark M. Nakashima","Pending introduction., Introduced and Pass First Reading., Referred to CAI, JHA, referral sheet 3, Bill scheduled to be heard by CAI on Wednesday, 02-09-22 10:30AM in House conference room 329 Via Videoconference."
ocd-bill/4cba60b4-6a9f-4c53-90a5-ac7b12a74136,HI,2022 Regular Session,HB 1639,RELATING TO A CARBON TAX ON AVIATION FUEL., ,https://openstates.org/hi/bills/2022 Regular Session/HB1639,2022-01-21 06:57:14.359195+00:00,House,"Nicole E. Lowen, Sonny Ganaden, Greggor Ilagan, Aaron Ling Johanson, Jeanne Kapela, Lisa Kitagawa, Matthew S. LoPresti, Lisa Marten, Mark M. Nakashima, Amy A. Perruso, David A. Tarnas, Tina Wildberger, Angus L.K. McKelvey","Pending introduction., Introduced and Pass First Reading., Referred to EEP, CPC, FIN, referral sheet 2, Bill scheduled to be heard by EEP on Tuesday, 02-08-22 8:50AM in House conference room 325 Via Videoconference."
ocd-bill/4f40c801-61d5-4e1a-8d70-adfb86b23396,HI,2022 Regular Session,HB 1992,RELATING TO THE ENVIRONMENT.,https://capitol.hawaii.gov/Session2022/Testimony/HB1992_TESTIMONY_AGR_02-04-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/HB1992,2022-01-25 07:20:09.602169+00:00,House,"Lisa Marten, Patrick Pihana Branco, Sonny Ganaden, Cedric Asuega Gates, Mark J. Hashem, Linda Ichiyama, Greggor Ilagan, Jeanne Kapela, Matthew S. LoPresti, Nicole E. Lowen, Lauren Matsumoto, Angus L.K. McKelvey, John M. Mizuno, Dee Morikawa, Nadine K. Nakamura, Mark M. Nakashima, Amy A. Perruso, Adrian K. Tam, David A. Tarnas, Tina Wildberger","Pending introduction., Introduced and Pass First Reading., Referred to AGR, EEP, FIN, referral sheet 3, Bill scheduled to be heard by AGR on Friday, 02-04-22 10:00AM in House conference room 325 Via Videoconference., The committees on AGR recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 6 Ayes: Representative(s) Hashem, Lowen, Marten, Todd, Tokioka, Matsumoto; Ayes with reservations: none; 0 Noes: none; and 2 Excused: Representative(s) Perruso, Matayoshi."
ocd-bill/0d6847ba-b70a-482d-a68f-73f6f7b80f66,HI,2022 Regular Session,HB 2056,RELATING TO THE BERNICE PAUAHI BISHOP MUSEUM., ,https://openstates.org/hi/bills/2022 Regular Session/HB2056,2022-01-25 07:21:57.382946+00:00,House,"Cedric Asuega Gates, Patrick Pihana Branco, Troy N. Hashimoto, Greggor Ilagan, Nicole E. Lowen, Lisa Marten, Angus L.K. McKelvey, Dee Morikawa, Scott Y. Nishimoto, Takashi Ohno, Richard H.K. Onishi, Adrian K. Tam, David A. Tarnas, Chris Todd","Pending introduction., Introduced and Pass First Reading., Referred to CAI, FIN, referral sheet 3, Bill scheduled to be heard by CAI on Wednesday, 02-09-22 10:30AM in House conference room 329 Via Videoconference."
ocd-bill/dd6435d2-7c9f-48df-a139-bd93644f2f0c,HI,2022 Regular Session,SB 2803,RELATING TO CLIMATE CHANGE., ,https://openstates.org/hi/bills/2022 Regular Session/SB2803,2022-01-22 13:16:17.490743+00:00,Senate,"Glenn Wakai, Laura Acasio, Stanley Chang, Mike Gabbard, Gilbert S.C. Keith-Agaran, Chris Lee, Bennette E. Misalucha, Karl Rhoads, Rosalyn H. Baker, Sharon Y. Moriwaki, Joy A. San Buenaventura","Introduced., Passed First Reading., Referred to TRS/GVO, CPN/WAM., The committee(s) on TRS/GVO has scheduled a public hearing on 02-08-22 3:15PM; Via Videoconference."
ocd-bill/3b3ccac9-74b8-41ac-aa87-f38a918e5a0e,HI,2022 Regular Session,HB 1785,RELATING TO TOURISM GOVERNANCE., ,https://openstates.org/hi/bills/2022 Regular Session/HB1785,2022-01-22 07:08:52.044663+00:00,House,"Richard H.K. Onishi, Della Au Belatti, John M. Mizuno, Dee Morikawa, Val Okimoto, Sean Quinlan, Gregg Takayama","Pending introduction., Introduced and Pass First Reading., Referred to LAT, FIN, referral sheet 2, Bill scheduled to be heard by LAT on Tuesday, 02-08-22 9:30AM in House conference room 312 Via Videoconference."
ocd-bill/8becf7c9-e57e-4a1b-b686-d81ea709038f,HI,2022 Regular Session,HB 1941,RELATING TO EDUCATION., ,https://openstates.org/hi/bills/2022 Regular Session/HB1941,2022-01-25 01:22:00.173764+00:00,House,"Justin H. Woodson, Henry J.C. Aquino, Patrick Pihana Branco, Linda Clark, Cedric Asuega Gates, Troy N. Hashimoto, Daniel Holt, Greggor Ilagan, Jeanne Kapela, Lisa Kitagawa, Matthew S. LoPresti, Nicole E. Lowen, Lisa Marten, Angus L.K. McKelvey, John M. Mizuno, Dee Morikawa, Nadine K. Nakamura, Amy A. Perruso, Adrian K. Tam, Chris Todd, Tina Wildberger, Ryan I. Yamane","Pending introduction., Introduced and Pass First Reading., Referred to EDN, FIN, referral sheet 3, Bill scheduled to be heard by EDN on Tuesday, 02-08-22 2:00PM in House conference room 309 Via Videoconference."
ocd-bill/206b164d-c483-43f3-a9f3-55e139aa2ed8,HI,2022 Regular Session,HB 2466,RELATING TO TARO.,https://capitol.hawaii.gov/Session2022/Testimony/HB2466_TESTIMONY_AGR_02-04-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/HB2466,2022-01-27 07:35:26.817042+00:00,House,"Stacelynn K.M. Eli, Patrick Pihana Branco, Sonny Ganaden, Cedric Asuega Gates, Troy N. Hashimoto, Linda Ichiyama, Greggor Ilagan, Aaron Ling Johanson, Jeanne Kapela, Lisa Kitagawa, Nicole E. Lowen, Lisa Marten, Scot Z. Matayoshi, John M. Mizuno, Dee Morikawa, Nadine K. Nakamura, Mark M. Nakashima, Scott Y. Nishimoto, Takashi Ohno, Amy A. Perruso, Gregg Takayama, Adrian K. Tam, David A. Tarnas, Chris Todd, Tina Wildberger, Kyle T. Yamashita, Matthew S. LoPresti","Introduced and Pass First Reading., Referred to AGR, ECD, FIN, referral sheet 3, Bill scheduled to be heard by AGR on Friday, 02-04-22 10:00AM in House conference room 325 Via Videoconference., The committees on AGR recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 5 Ayes: Representative(s) Hashem, Lowen, Marten, Todd, Tokioka; Ayes with reservations: none; 0 Noes: none; and 3 Excused: Representative(s) Perruso, Matayoshi, Matsumoto."
ocd-bill/dab5168d-0f90-46cc-8489-5c25fdc5f8a1,HI,2022 Regular Session,HB 2330,RELATING TO FISH HATCHERY EDUCATION., ,https://openstates.org/hi/bills/2022 Regular Session/HB2330,2022-01-26 07:28:46.857213+00:00,House,"Cedric Asuega Gates, Patrick Pihana Branco, Stacelynn K.M. Eli, Sonny Ganaden, Greggor Ilagan, Lisa Marten, Angus L.K. McKelvey, Dee Morikawa, Takashi Ohno, Gregg Takayama, Chris Todd","Pending introduction., Introduced and Pass First Reading., Referred to EDN/ECD, FIN, referral sheet 3, Bill scheduled to be heard by EDN/ECD on Tuesday, 02-08-22 2:00PM in House conference room 309 Via Videoconference."
ocd-bill/c7982494-4383-4a74-a9ec-637d4792dc2c,HI,2022 Regular Session,HB 1800,RELATING TO CLIMATE MITIGATION.,https://capitol.hawaii.gov/Session2022/Testimony/HB1800_TESTIMONY_EEP_02-01-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/HB1800,2022-01-22 07:06:52.737109+00:00,House,"Nicole E. Lowen, Della Au Belatti, Patrick Pihana Branco, Linda Clark, Sonny Ganaden, Linda Ichiyama, Greggor Ilagan, Aaron Ling Johanson, Jeanne Kapela, Matthew S. LoPresti, Lisa Marten, John M. Mizuno, Nadine K. Nakamura, Mark M. Nakashima, Takashi Ohno, Amy A. Perruso, Jackson D. Sayama, Roy M. Takumi, Adrian K. Tam, David A. Tarnas, Chris Todd, Tina Wildberger, Justin H. Woodson","Pending introduction., Introduced and Pass First Reading., Referred to EEP, CPC, FIN, referral sheet 2, Bill scheduled to be heard by EEP on Tuesday, 02-01-22 9:00AM in House conference room 325 Via Videoconference., The committees on EEP recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 8 Ayes: Representative(s) Lowen, Marten, Hashem, Perruso, Todd, Tokioka, Matsumoto; Ayes with reservations: Representative(s) Matayoshi;  Noes: none; and  Excused: none., Reported from EEP (Stand. Com. Rep. No. 15-22) as amended in HD 1, recommending passage on Second Reading and referral to CPC., Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; Representative(s) Kong, McDermott, Okimoto voting no (3) and Representative(s) LoPresti, Perruso excused (2)."
ocd-bill/e48418fa-0817-4f47-ab44-13e4eac8db80,HI,2022 Regular Session,SB 2814,RELATING TO A COASTAL ZONE PROGRAM., ,https://openstates.org/hi/bills/2022 Regular Session/SB2814,2022-01-22 13:14:17.608623+00:00,Senate,"Sharon Y. Moriwaki, Chris Lee, Karl Rhoads, Les Ihara, Gilbert S.C. Keith-Agaran, Donna Mercado Kim, Bennette E. Misalucha, Glenn Wakai","Introduced., Passed First Reading., Referred to WTL, WAM., The committee(s) on WTL has scheduled a public hearing on 02-07-22 1:00PM; Conference Room 229 & Videoconference."
ocd-bill/efeb8ee5-43a7-408f-a98f-b5bd8710f13a,AK,32nd Legislature (2021-2022),HB 298,An Act establishing the Alaska Food Strategy Task Force; and providing for an effective date., ,https://openstates.org/ak/bills/32/HB298,2022-02-05 00:41:50.880801+00:00,House,"Liz Snyder, Geran Tarr","(H) Read the first time - REFERRALS, (H) CRA, (H) Referred to COMMUNITY & REGIONAL AFFAIRS"
ocd-bill/aa65e345-7960-4d5d-9eea-0dec61adbc76,UT,2022 General Session,HCR 1,"Concurrent Resolution to Work Together to Address the Climate, Public Lands, and Carbon Sequestration",https://le.utah.gov/lfa/fnotes/2022/HCR001.fn.pdf,https://openstates.org/ut/bills/2022/HCR1,2021-12-28 18:04:50.922716+00:00,House,"Keven Stratton, David Hinkins","Bill Numbered but not Distributed, Numbered Bill Publicly Distributed, bill sent to agencies for fiscal input, fiscal note publicly available, received bill from Legislative Research, received fiscal note from Fiscal Analyst, 1st reading (Introduced), to House Public Utilities, Energy, and Technology Committee, House Comm - Favorable Recommendation, committee report favorable, 2nd reading, 3rd reading, circled"
ocd-bill/f3b8b4ab-7dbb-4828-aa0b-e1bfed05025b,OR,2022 Regular Session,HB 4054,Relating to special assessment of historic property; prescribing an effective date., ,https://openstates.org/or/bills/2022R1/HB4054,2022-01-27 18:02:27.362250+00:00,House, ,"First reading. Referred to Speaker's desk., Referred to Revenue., Public Hearing held., Work Session scheduled."
ocd-bill/0d9be219-4c83-4c2c-aa85-b157af2533c0,OR,2022 Regular Session,HCR 203,Declaring legislative intent to address risk to workers due to climate change impacts and climate hazards., ,https://openstates.org/or/bills/2022R1/HCR203,2022-01-27 18:02:27.138293+00:00,House,"Teresa Alonso Leon, Maxine Dexter, Wlnsvey Campos, Janelle Bynum, Ricki Ruiz, Courtney Neron, Khanh Pham, Karin Power, Tawna Sanchez, Lew Frederick, Deb Patterson","First reading. Referred to Speaker's desk., Referred to Rules."
ocd-bill/1c269f6f-5bce-45d1-ad70-fbf3a0a36eec,MA,192nd Legislature (2021-2022),H 4138,An Act requiring accountability for inequities in suspension and expulsion – The RAISE Act, ,https://openstates.org/ma/bills/192nd/H4138,2021-10-01 21:02:43.999975+00:00,House,"Steven Ultrino,  , John Barrett,  ,  ,  , Elizabeth Malia, Natalie Higgins, Joan Meschino, Mary Keefe, Tommy Vitolo, Tricia Farley-Bouvier,  , John Cronin, John Mahoney, James O'Day, Sean Garballey,  ","Referred to the committee on Education, Senate concurred, Hearing scheduled for 01/04/2022 from 11:00 AM-05:00 PM in Virtual Hearing, Reporting date extended to Tuesday March 1, 2022, pending concurrence"
ocd-bill/eea23693-755d-4876-9ea0-7749312f2728,MA,192nd Legislature (2021-2022),H 614,An Act implementing an elementary and secondary interdisciplinary climate education curriculum in the Commonwealth, ,https://openstates.org/ma/bills/192nd/H614,2021-04-15 13:08:50.516476+00:00,House,"James K. Hawkins,  , James Murphy, Elizabeth Malia, John Cronin,  , John Mahoney, Tommy Vitolo, Mike Connolly, David Paul Linsky, Steven Ultrino, Rob Consalvo, Erika Uyterhoeven,  , David Rogers, Jack Lewis","Referred to the committee on Education, Senate concurred, Hearing scheduled for 09/13/2021 from 11:00 AM-05:00 PM in Virtual Hearing, Reporting date extended to Tuesday March 1, 2022, pending concurrence"
ocd-bill/55cc0fd2-8619-4cbe-8d70-a9a532daf935,MA,192nd Legislature (2021-2022),H 1223,An Act to establish a Massachusetts public bank, ,https://openstates.org/ma/bills/192nd/H1223,2021-04-15 13:10:31.205809+00:00,House,"Mike Connolly,  ,  , Jack Lewis, Patrick O'Connor, Natalie Higgins, Jay Livingstone,  ,  , Dylan Fernandes, Tommy Vitolo","Referred to the committee on Financial Services, Senate concurred, Hearing scheduled for 10/26/2021 from 11:00 AM-03:00 PM in Virtual Hearing, Reporting date extended to Saturday April 30, 2022, pending concurrence"
ocd-bill/64e1673a-45ff-490c-98f0-3043f3d1f75d,MA,192nd Legislature (2021-2022),H 3571,An Act special act funding a study of passenger service on the Housatonic rail line, ,https://openstates.org/ma/bills/192nd/H3571,2021-04-15 13:06:49.736113+00:00,House,"William Pignatelli, Brian Ashe,  , Todd Smola, Tricia Farley-Bouvier","Referred to the committee on Transportation, Senate concurred, Hearing scheduled for 01/10/2022 from 02:00 PM-05:00 PM in Virtual Hearing, Bill reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently, Committee recommended ought to pass and referred to the committee on House Ways and Means"
ocd-bill/47bd84b3-ee31-484d-a84b-195df9229791,WA,2021-2022 Regular Session,HB 1782,Creating additional middle housing near transit and in areas traditionally dedicated to single-family detached housing.,"http://lawfilesext.leg.wa.gov/Biennium/2021-22/Htm/Bill%20Reports/House/1782%20HBA%20LG%2022.htm, http://lawfilesext.leg.wa.gov/Biennium/2021-22/Htm/Bill%20Reports/House/1782%20HBR%20LG%2022.htm",https://openstates.org/wa/bills/2021-2022/HB1782,2022-01-06 02:41:56.922453+00:00,House,"Jessica Bateman, Nicole Macri, Liz Berry, Joe Fitzgibbon, Cindy Ryu, Laurie Dolan, Emily Wicks, Jesse Johnson, Andrew Barkis, Lauren Davis, Roger Goodman, Mia Gregerson, Melanie Morgan, Strom Peterson, Alex Ramel, Tarra Simmons, Vandana Slatter, Steve Bergquist, Javier Valdez, My-Linh Thai, Davina Duerr, Monica Stonier, Marcus Riccelli, Timm Ormsby, Jamila Taylor, Kirsten Harris-Talley, David Hackney, Shelley Kloba, Noel Frame","Prefiled for introduction., First reading, referred to Local Government., Public hearing in the House Committee on Local Government at 10:00 AM., Executive action taken in the House Committee on Local Government at 10:00 AM., LG - Majority; 1st substitute bill be substituted, do pass., Minority; without recommendation., Referred to Appropriations., Scheduled for public hearing in the House Committee on Appropriations at 9:00 AM (Subject to change)., Scheduled for public hearing in the House Committee on Local Government at 10:00 AM, Scheduled for public hearing in the House Committee on Local Government at 10:00 AM, Scheduled for public hearing in the House Committee on Appropriations at 09:00 AM"
